,Date,news
909,18-04-2020,"Man violates lockdown to go fishing, dies in crocodile attack in Kheri"
910,18-04-2020,Lockdown extends newly married couple's separation
911,18-04-2020,Zone classification gets nod; full lockdown in north Kerala
912,18-04-2020,Inside the war room that keeps Kerala ticking
913,17-04-2020,#LifeInLockdown: How to maintain your locks during lockdown
914,17-04-2020,Cops add to woes of HIV+ people in Bihar amid lockdown
915,17-04-2020,"Bereaved, Valsad collector resumes duty in 24 hours to fight pandemic"
916,17-04-2020,Two drivers booked for lockdown order violation
917,17-04-2020,"Condoms, contraceptives & pregnancy test kits top buying list during lockdown"
918,17-04-2020,Senior citizens living alone hit hard by lockdown curbs
919,17-04-2020,Prayagraj police on arrest spree during lockdown
920,17-04-2020,"Uttar Pradesh: 17 nabbed, 31 challaned for violating lockdown rules"
921,17-04-2020,Kochi: Vets postpone elective surgeries due to lockdown
922,17-04-2020,NCC cadets help policemen in enforcement of lockdown norms
923,17-04-2020,Dharwad police strictly enforce lockdown
924,17-04-2020,"Kolkata: 11,300 vehicle owners prosecuted for flouting lockdown in past three weeks"
925,17-04-2020,HC admn appoints judges for hearing during lockdown
926,17-04-2020,"Villagers in hills start at dawn, trek for kilometers to get essentials amid lockdown restrictions"
927,17-04-2020,Minister tells police to intensify lockdown
928,17-04-2020,Lockdown adds to cancer patient’s woes
929,17-04-2020,Lockdown hits Akola onion growers hard
930,17-04-2020,"Lockdown violation: Hundreds attend temple fest; 5 arrested, 2 officials suspended"
931,17-04-2020,Cops who fed lonely woman during lockdown also perform her last rites
932,17-04-2020,‘Covid Yoddhas’ to help cops enforce lockdown
933,17-04-2020,"UP Police use drones to find lockdown violators, 54 booked on day 1"
934,17-04-2020,Floriculture biz in Vidarbha wilts as lockdown continues
935,17-04-2020,Trichy: Cops on vigil to prevent domestic violence during lockdown
936,17-04-2020,Lockdown separates mothers and daughters across the border
937,17-04-2020,"Ngp, 2 Vid districts red zones; lockdown may not end on May 3"
938,17-04-2020,CCRC: Lockdown affects plan to rope in one more contractor
939,17-04-2020,Woman quack gets bail to take care of her kids during lockdown
940,16-04-2020,Urvashi Dholakia compares her Komolika act to Coronavirus after the extended lockdown announcement in this hilarious video
941,16-04-2020,Lockdown 2.0: Supply chain of essentials freed from most curbs
942,16-04-2020,#StayHomeStaySafe Lockdown makes Sunny Leone return to her roots
943,16-04-2020,Lucknowites turn hair stylists for family members during lockdown
944,16-04-2020,"Video: Salman Khan goes BRUTAL with his words to make people take the Coronavirus lockdown seriously; says, 'In logo chand Jokaro ke vajah se yeh bimari faili ja rahi hai'"
945,16-04-2020,Lockdown woes hit mental health patients
946,16-04-2020,Over 20k women join ‘roti’ campaign to feed poor during lockdown
947,16-04-2020,"Sensex dips 310 pts as BFSIs, autos fall"
948,16-04-2020,"Essentials in stock for lockdown period and beyond, say West Bengal retailers"
949,16-04-2020,Kolkata: Locals’ stay-indoors-stay-safe initiative during lockdown
950,16-04-2020,"Lockdown 2.0: Security beefed up in city, more policemen on roads"
951,16-04-2020,Modified lockdown in phased manner from April 21: Gehlot
952,16-04-2020,Helpline to fight hunger in times of lockdown
953,16-04-2020,Puzzles are the new boredom busters in global lockdown era
954,16-04-2020,"Ahmedabad man on way home thinking lockdown has ended, booked"
955,16-04-2020,43% of pandemic patients in city fall in 20-40 age group
956,16-04-2020,"Tamil Nadu: Lockdown could impact temperature, bring pre-monsoon showers"
957,16-04-2020,"Tamil Nadu: Lockdown could impact temperature, bring pre-monsoon showers"
958,16-04-2020,"Tamil Nadu: Lockdown could impact temperature, bring pre-monsoon showers"
959,16-04-2020,"Tamil Nadu: Lockdown could impact temperature, bring pre-monsoon showers"
960,16-04-2020,"Tamil Nadu: Lockdown could impact temperature, bring pre-monsoon showers"
961,16-04-2020,"Tamil Nadu: Lockdown could impact temperature, bring pre-monsoon showers"
962,16-04-2020,"Tamil Nadu: Lockdown could impact temperature, bring pre-monsoon showers"
963,16-04-2020,Man booked for violating lockdown
964,16-04-2020,"In lockdown 2.0, admn ramps up home delivery"
965,16-04-2020,Police notification on extension of lockdown
966,16-04-2020,Sushmita Sen's workout video will motivate you during the Coronavirus lockdown
967,16-04-2020,15% increase in tipplers’ calls after extension of lockdown
968,16-04-2020,Kanigiri legislator flouts lockdown norms
969,16-04-2020,"Lockdown leaves papaya, banana farmers in limbo"
970,16-04-2020,Crowds defy wholesale mkt lockdown on first day of relaxation
971,16-04-2020,Ashes pile up at cremation ground as lockdown delays immersion
972,16-04-2020,Domestic violence calls to 181 helpline dip during lockdown
973,16-04-2020,CCTVs help village monitor lockdown
974,16-04-2020,‘Pay wages for lockdown 2.0 too’
975,16-04-2020,"Lockdown extends, farm workers in Jaisalmer leave for home states"
976,16-04-2020,War against Covid-19: NGOs and individuals making masks for the needy
977,16-04-2020,16 foreign tourists booked for lockdown violation
978,16-04-2020,"India slams US body for fake news, says stop communalising war on Covid-19"
979,16-04-2020,Pig farms suffer due to lockdown
980,16-04-2020,Jharkhand: East Singhbhum administration writes to private schools to waive off tuition fees for lockdown period
981,16-04-2020,BJP seeks guv intervention for stricter lockdown in Hindpiri
982,16-04-2020,Don't dilute lockdown norms: Centre to states
983,16-04-2020,‘No of +ve cases will decide lockdown relaxation in dist’
984,16-04-2020,"Bollywood Quarantined: Salman Khan gets angry and asks to take lockdown seriously, Vicky Kaushal gets a 'Quarantine cut', Kunal Kemmu and Inaaya peel green peas!"
985,16-04-2020,Mamata: Bengal ‘sensitive’ to lockdown pain points
986,16-04-2020,LockDown and Social Distance violation
987,16-04-2020,Jh​arkhand high court takes cognizance of Hindipiri lockdown violations
988,15-04-2020,These Kannada actresses are painting to beat the lockdown blues
989,15-04-2020,These Kannada actresses are painting to beat the lockdown blues
990,15-04-2020,Lockdown extended; Ayushmann Khurrana expresses he is itching to go on sets and work like every human!
991,15-04-2020,"Restaurants, delivery staff ensure hygiene amid the corona pandemic"
992,15-04-2020,#Lifeinlockdown Dutee Chand: I will have to start training from scratch after the lockdown
993,15-04-2020,"Restaurants, delivery staff ensure hygiene amid the corona pandemic"
994,15-04-2020,"Enforce lockdown more effectively, Bihar DGP tells SPs"
995,15-04-2020,"Bihar: Tough to run old age homes, orphanages during lockdown"
996,15-04-2020,‘Police Mitra’ to help cops enforce lockdown
997,15-04-2020,Mobile apps' usage spikes in lockdown
998,15-04-2020,Mobile apps' usage spikes in lockdown
999,15-04-2020,Tougher charges against 50 lockdown violators
1000,15-04-2020,"From patrolling to blocking exits, RWAs ready to enforce lockdown in Delhi"
1001,15-04-2020,Liquor worth Rs 3 lakh stolen in Aligarh amid lockdown
1002,15-04-2020,Can implement lockdown as per local conditions: Rajasthan deputy CM Sachin Pilot
1003,15-04-2020,Lockdown extension sees Madurai residents crowding shops
1004,15-04-2020,War room set up at secretariat
1005,15-04-2020,Lockdown in MP to continue till May 3: CM
1006,15-04-2020,West Bengal: Masks come as a lifeline for lockdown jobless
1007,15-04-2020,"Rohilkhand varsity helpline to the rescue, as students suffer from lockdown anxiety"
1008,15-04-2020,Cybercrime cases rise in Hyderabad amid lockdown
1009,15-04-2020,"Hyderabad: Lockdown slams brakes on lorries, fruits of labour rot"
1010,15-04-2020,Nothing less than 100% lockdown in hotspots: Ministers
1011,15-04-2020,Delhi: All lockdown measures extended till May 3
1012,15-04-2020,Lockdown benefit: Country breathing cleaner air
1013,15-04-2020,Goa: Worried teachers get relief as lockdown is extended
1014,15-04-2020,Covid-19 lockdown in Delhi: ‘Homeless are struggling to get food’
1015,15-04-2020,Tata may keep Ralf Speth in JLR’s driver seat
1016,15-04-2020,Tata may keep Ralf Speth in JLR’s driver seat
1017,15-04-2020,Tata may keep Ralf Speth in JLR’s driver seat
1018,15-04-2020,Tata may keep Ralf Speth in JLR’s driver seat
1019,15-04-2020,Tata may keep Ralf Speth in JLR’s driver seat
1020,15-04-2020,Lockdown love: Nagpur girl gets engaged on video call
1021,15-04-2020,10 life skills that teenagers can learn during the lockdown
1022,15-04-2020,"Lockdown extension appreciable, relaxation can be risky, say citizens"
1023,15-04-2020,Lockdown helped identify Covid-19 sources: DGP
1024,15-04-2020,Telangana lockdown to be eased post April 20
1025,15-04-2020,"Storytelling, poetry baithaks make a buzz as lit goes live in lockdown"
1026,15-04-2020,"Karnataka: Stricter lockdown in week ahead, says CM BS Yediyurappa"
1027,15-04-2020,"CM welcomes lockdown extension, calls for more stringent enforcement"
1028,15-04-2020,Yamraj hits Deoghar roads to enforce Lockdown 2.0
1029,15-04-2020,Math model predicts slow Covid win with localised lockdown
1030,15-04-2020,Vegitable Market In Lockdown
1031,15-04-2020,"Italy & Austria follow Spain in easing curbs, but France extends lockdown"
1032,14-04-2020,Troll slams Varun Dhawan for violating lockdown and calls him an idiot; here's what the actor replied!
1033,14-04-2020,Your thirst for booze may get you swindled in lockdown
1034,14-04-2020,Your thirst for booze may get you swindled in lockdown
1035,14-04-2020,Your thirst for booze may get you swindled in lockdown
1036,14-04-2020,Sensex drops over lockdown extension
1037,14-04-2020,"Amid deferred weddings, lockdown drives business of matrimony sites"
1038,14-04-2020,Would-be mothers bear brunt of coronavirus lockdown in Patna
1039,14-04-2020,PSPCL turns banker to beat lockdown blues
1040,14-04-2020,1971 war veteran dies
1041,14-04-2020,"Corpn resumes UGD work on DB Road, thanks to lockdown"
1042,14-04-2020,Seven booked for travelling to Waghodiya from Mumbai during lockdown
1043,14-04-2020,"Maharashtra: As lockdown wears on, anxiety brings more visitors to doctors"
1044,14-04-2020,Cartoons decode parenting during lockdown
1045,14-04-2020,Surat airport expansion works continue amid lockdown
1046,14-04-2020,"Excise crackdown: 675 cases filed for stocking, selling liquor amid lockdown"
1047,14-04-2020,Lockdown extension: Form teams of experts to provide essential things
1048,14-04-2020,Bareilly SSP takes to streets to enforce lockdown
1049,14-04-2020,Banana farmers in EG stare at major losses amid lockdown
1050,14-04-2020,IIT Kharagpur campus goes for community lockdown to fight Covid-19
1051,14-04-2020,"Many flout lockdown rules, visit markets to kill boredom"
1052,14-04-2020,"As lockdown extension looms large, food insecurity haunts Bengaluru’s poor"
1053,14-04-2020,"Zoonoses must be dealt with on a war footing, says ICMR"
1054,14-04-2020,"Zoonoses must be dealt with on a war footing, says ICMR"
1055,14-04-2020,"Former UP minister’s son booked, arrested for misbehaving with cops during lockdown"
1056,14-04-2020,Over 1L RSS men helping 10L families beat lockdown woes
1057,14-04-2020,Lockdown doesn’t deter people from Tamil New Year shopping
1058,14-04-2020,Forest guides seek urgent help to tide over lockdown woes
1059,14-04-2020,Lockdown has little effect on Marudur panchayat residents
1060,14-04-2020,Jharkhand to follow Centre’s call on lockdown
1061,14-04-2020,Lockdown delays desilting of historic lake in Mangaluru
1062,14-04-2020,Complete lockdown in 10 Himachal Pradesh hotspots
1063,13-04-2020,"Movie stars offer offices, wedding halls and hotels to fight COVID-19 pandemic"
1064,13-04-2020,"Guru Randhawa: On Baisakhi, I pray we win the war against coronavirus soon"
1065,13-04-2020,Lockdown delayed to oust Cong govt in MP: Kamal Nath
1066,13-04-2020,Lockdown delayed to oust Cong govt in MP: Kamal Nath
1067,13-04-2020,Discrimination in times of lockdown
1068,13-04-2020,"Lockdown violators to be booked under NDMA, says Bihar DGP"
1069,13-04-2020,Parents of Covid-19 girl booked for defying lockdown orders
1070,13-04-2020,Cops attacked for enforcing lockdown in Kolkata's Metiabruz
1071,13-04-2020,He ensures canines don’t starve during lockdown
1072,13-04-2020,‘Don’t use lockdown time in moratorium to declare NPAs’
1073,13-04-2020,Ahmedabad: Police create sanitization van for personnel on lockdown duty
1074,13-04-2020,Priyanka all praises for woman helping poor during lockdown
1075,13-04-2020,"Spurious liquor claims two lives, six ill amid lockdown in Uttar Pradesh"
1076,13-04-2020,Helping kids creatively tackle lockdown
1077,13-04-2020,‘Extend lockdown till May’
1078,13-04-2020,Stick to lockdown or face the ‘music’: Jaipur cops
1079,13-04-2020,"Well, locked down, not in spirits (or) (or)High ‘five’, a lockdown well-spent"
1080,13-04-2020,Dehradun police plans to reduce shift hours of cops during lockdown
1081,13-04-2020,Trichy beating lockdown blues online
1082,13-04-2020,Police struggle to enforce lockdown due to excess vehicle passes
1083,13-04-2020,Children find innovative ways to stay busy during lockdown
1084,13-04-2020,"Cops feed the poor, supply essentials to needy people amid lockdown"
1085,13-04-2020,Don’t violate lockdown in Ramzan: Cleric
1086,13-04-2020,No universal lockdown withdrawal: Task force
1087,13-04-2020,"With corona cases rising, citizens support lockdown extension"
1088,13-04-2020,"Flipkart, Tata join hands to deliver items"
1089,13-04-2020,"Uttarakhand: Lockdown hurting small, medium business owners most"
1090,13-04-2020,"Over 1,300 vehicles seized for lockdown violation"
1091,13-04-2020,Runaway man stuck during lockdown returns home
1092,13-04-2020,Six booked for flouting lockdown in Kodagu
1093,13-04-2020,Lockdown impact on your Poila Baishakh platter
1094,13-04-2020,Nashik: Amid lockdown some schools start admitting students online
1095,13-04-2020,Lonely senior citizens struggle to beat lockdown blues
1096,13-04-2020,Lift lockdown in gauged mode: CII tells govt
1097,13-04-2020,"Lockdown heroes: For K Samantha, service knows no bounds"
1098,13-04-2020,Mumbai: Lone elders bear brunt of lockdown
1099,13-04-2020,Lockdown sees steep reduction in city’s garbage generation
1100,13-04-2020,Online courses see 3X surge in demand amid lockdown
1101,13-04-2020,Supply of food and essentials fail people under lockdown
1102,13-04-2020,Mercury rising: Lockdown casualty is the humble cooler
1103,13-04-2020,Raj planning to have ‘modified’ lockdown extension
1104,13-04-2020,Postal department restarts operations amid lockdown
1105,13-04-2020,"Jharkhand may extend lockdown till April 30, cabinet to decide today"
1106,13-04-2020,"Jharkhand may extend lockdown till April 30, cabinet to decide today"
1107,13-04-2020,"Exempt from lockdown curbs, fishermen breathe sigh of relief"
1108,13-04-2020,Uttar Pradesh: CM forms panels to revive economy after lockdown
1109,13-04-2020,Tamil Nadu hopes extended lockdown will have some relaxations
1110,13-04-2020,Runners pace themselves for some lockdown workout
1111,12-04-2020,Lockdown anxiety eating away at to-be-parents
1112,12-04-2020,Lockdown inspires Kannada artistes to make special films and songs
1113,12-04-2020,Lockdown anxiety eating away at to-be-parents
1114,12-04-2020,Happy Easter: Here’s how Ileana D’Cruz is celebrating the festival in a lockdown
1115,12-04-2020,"After lockdown and chill, it's time for some gardening"
1116,12-04-2020,Lockdown exit path? Ministers to return to offices from tomorrow
1117,12-04-2020,Burning dumpyard fills Surat lockdown air with toxic gas
1118,12-04-2020,"Enforce lockdown or face the music, mukhiyas told"
1119,12-04-2020,Bihar: Lockdown relief for prohibition cell
1120,12-04-2020,Odisha CM urges PM Narendra Modi to extend lockdown till April end
1121,12-04-2020,Stricter lockdown imposed during evening hours: Police
1122,12-04-2020,Wardha tries modified lockdown to keep essentials working
1123,12-04-2020,Rajkot man violated lockdown 21 times
1124,12-04-2020,Lockdown not applicable for farming activities: Minister
1125,12-04-2020,Police beef up security; 20 held for lockdown breach
1126,12-04-2020,"Lockdown breach: Over 1L vehicles seized, 17k fined"
1127,12-04-2020,Farm activities give fillip to OMCs in time of lockdown
1128,12-04-2020,‘Prudent’ lockdown extension leaves many jittery
1129,12-04-2020,KCR moots ‘chopper money’ to bail out states battling Covid-19 pandemic
1130,12-04-2020,Hyderabad: Vendors struggle to make ends meet due to lockdown
1131,12-04-2020,Will await central guidelines on lockdown extension: CM
1132,12-04-2020,"Kolkata: On the ground, police gear up for extended lockdown"
1133,12-04-2020,Telecounsellors a ring away to help ease stress of lockdown
1134,12-04-2020,CM bats for partial easing of lockdown in green zones
1135,12-04-2020,Lockdown benefit: Country breathing cleaner air
1136,12-04-2020,Govt scheme to help folk artistes hit by lockdown
1137,12-04-2020,Hyderabad: Pastor & 19 others booked for violating lockdown
1138,12-04-2020,Lockdown luck: Ahmedabad gets to breathe cleaner air
1139,12-04-2020,Keeping healthy during the lockdown
1140,12-04-2020,Vadodara under pandemic siege
1141,12-04-2020,Chithirai fest may be nixed if lockdown is extended
1142,12-04-2020,"Kolkata airport gets corona ready, won’t be same again after lockdown"
1143,12-04-2020,Lockdown heroes: Hyderabad travel group delivers medicines to elderly
1144,12-04-2020,Probe launched to find how Jamaatis entered Haridwar during lockdown
1145,12-04-2020,"Lockdown heat for poultry biz, incurs Rs 100 crore loss every day"
1146,12-04-2020,Foreign tourists told to write ‘I am sorry’ 500 times by police for strolling near Ganga in Rishikesh during lockdown
1147,12-04-2020,"Lockdown halts migration of nomadic tribes, may affect intel gathering by security forces"
1148,12-04-2020,Lockdown makes NK ministers more tech-savvy
1149,12-04-2020,Humanity first: City volunteers wage a war against hunger during the lockdown
1150,12-04-2020,"In Hubballi, residents in containment area cooperate to ensure success of lockdown"
1151,12-04-2020,Shelter homes making kids feel at ‘home’ during lockdown
1152,12-04-2020,Police advisory against rising cybercrime during lockdown
1153,12-04-2020,Lockdown set to be extended with some measures to restart economy
1154,12-04-2020,Covid-19 lockdown likely to be extended till April 30 with tweaked restrictions
1155,12-04-2020,‘No politics please’: CM rebuts MHA’s lockdown laxity charge
1156,12-04-2020,Lockdown rule made laughable
1157,12-04-2020,"Kolkata: Truck on lockdown duty hits car, 2 killed"
1158,11-04-2020,Centre exempts marine fishing operations and related activities from the lockdown restrictions
1159,11-04-2020,Bharti Singh and Haarsh Limbhachiyaa create comedy series on the lockdown for television audience
1160,11-04-2020,"Fewer shifts, ‘green zones’: Industry readies plans for life after lockdown"
1161,11-04-2020,NBFCs seek to reopen partially in lockdown
1162,11-04-2020,Port Vizag breathes clean again as lockdown keeps vehicles off roads
1163,11-04-2020,Rajasthan industry backs extension of lockdown at CM meet
1164,11-04-2020,First +ve patient want to stay in quarantine till lockdown ends
1165,11-04-2020,Coronavirus lockdown takes toll on blooming biz of flower mkts
1166,11-04-2020,418 arrested for lockdown violation
1167,11-04-2020,NGO urges govt to issue 2-way passes during lockdown
1168,11-04-2020,Lockdown rules relaxed for more sectors
1169,11-04-2020,318 held in South Goa for violating lockdown rules
1170,11-04-2020,"Lockdown must not continue, but be relaxed in phases: MKU ex-prof"
1171,11-04-2020,"Lockdown must not continue, but be relaxed in phases: MKU ex-professor"
1172,11-04-2020,"Pushed to brink, Saurashtra weavers fear lockdown extension will cripple business"
1173,11-04-2020,"Lockdown intensified in several districts, Rs 1,000 fine could be slapped on violators"
1174,11-04-2020,SHRC seeks report on police excess during lockdown
1175,11-04-2020,"Telangana Cabinet meet today, to decide on lockdown extension"
1176,11-04-2020,Kerala seeks pandemic bonds to bail out economy
1177,11-04-2020,Villagers in hills facing cash shortage due to Covid-19 lockdown
1178,11-04-2020,"Commissioner, quartet lead BBMP’s fight against pandemic"
1179,11-04-2020,"Home bakers, small outlets whip up Easter treats in lockdown"
1180,11-04-2020,Gujarat for phased easing of lockdown
1181,11-04-2020,"7,000 arrested in Bareilly zone forviolating lockdown since March 25"
1182,11-04-2020,They step out in lockdown to take provisions to needy
1183,11-04-2020,"Man kills self, family blames lockdown stress for extreme step"
1184,11-04-2020,Visually impaired couple supports lockdown despite losing livelihood
1185,11-04-2020,"In quarantined Kandal, volunteers step in to ease lockdown blues"
1186,11-04-2020,"Lockdown fails to play spoilsport for baby’s naming ceremony, thanks to the internet"
1187,11-04-2020,‘Akashwani’ warns Barodians against breaking lockdown
1188,11-04-2020,U’khand proposes to extend lockdown till April 30
1189,11-04-2020,22-year-old offers virtual skill training to thousands amid Covid-19 lockdown
1190,11-04-2020,Call on extending lockdown after meeting with PM today
1191,11-04-2020,Electricity demand in state plummets to six-year low due to Covid lockdown
1192,11-04-2020,"PM Narendra Modi discusses war on corona with Japan’s Abe, Nepal PM"
1193,11-04-2020,Lockdown is key? Experts differed in February
1194,11-04-2020,"Fearing lockdown extension, trio on 160km cycle trip home"
1195,11-04-2020,Lockdown in Tamil Nadu may be extended by 2 more weeks
1196,11-04-2020,Prices of key food items stable during lockdown
1197,11-04-2020,NBFCs seek to reopen partially in lockdown
1198,10-04-2020,Arjun Bijlani: Cooking is fun and I'm making good use of it during lockdown
1199,10-04-2020,Lucknow Police to question Kanika Kapoor post lockdown
1200,10-04-2020,Lucknow Police to question Kanika Kapoor post lockdown
1201,10-04-2020,Kolkata man fights lockdown storm with endless cuppas
1202,10-04-2020,Video: Karan Singh Grover plays his version of 'Hey There Delilah' for his wifey Bipasha Basu amid the Coronavirus lockdown
1203,10-04-2020,"After 7 wks in red, sensex sees gains"
1204,10-04-2020,"Domestic fish supply, exports severely hit by lockdown"
1205,10-04-2020,Lockdown sees surge in calls to women’s helpline in Patna
1206,10-04-2020,Patna: Non-Covid patients face lockdown hassles
1207,10-04-2020,BHAJIYA PE CHARCHA IN TIMES OF LOCKDOWN
1208,10-04-2020,Lockdown woes for ‘nautch girls’ of Bihar
1209,10-04-2020,Utilise lockdown period by concentrating on studies: DDPU
1210,10-04-2020,Lockdown bhajans focus on harmony in crisis
1211,10-04-2020,Surge in forest fires amid lockdown
1212,10-04-2020,"Over 1,800 held for lockdown violation in Agra zone"
1213,10-04-2020,Gujarat: Bhajiya pe charcha in times of lockdown
1214,10-04-2020,"Will seize your vehicles, Mbd traffic cops warn lockdown violators"
1215,10-04-2020,UP CM to fire officials: Conduct safety checks on war footing
1216,10-04-2020,Birders on the wing as lockdown cedes city back to nature
1217,10-04-2020,Crime rates plunge amid lockdown
1218,10-04-2020,Gujarat: ‘21-day lockdown important step in Covid-19 fight’
1219,10-04-2020,"Family pitches tent on farmland, develops bond with nature to beat lockdown blues"
1220,10-04-2020,Manish Sisodia hints at extension of lockdown in Delhi
1221,10-04-2020,Two denied bail for violation of lockdown
1222,10-04-2020,Domestic violence calls up from 10 to 25 a day during lockdown in Bengaluru
1223,10-04-2020,Uttarakhand: More child births with 108 ambulance help during lockdown
1224,10-04-2020,100% lockdown in Maratha colony till April 21: KMC
1225,10-04-2020,"Ganga water cleaner in Haridwar, Rishikesh; lockdown does what years of efforts couldn’t"
1226,10-04-2020,Uttarakhand: Illicit liquor trade flourishing in the hills during lockdown
1227,10-04-2020,"Lockdown effect: Clean air, transparent Yamuna"
1228,10-04-2020,"Now, lockdown in five jails in Pune, Mumbai & Thane"
1229,10-04-2020,SSC answer sheets to be evaluated post lockdown
1230,10-04-2020,"Rajasthan: Ajmer mayor, 60 councillors stage protest over ration amid lockdown"
1231,10-04-2020,"Rajasthan: Ajmer mayor, 60 councillors stage protest over ration amid lockdown"
1232,10-04-2020,"Rajasthan: Pokhran maulvi tests positive, FIR against him for defying lockdown protocol"
1233,10-04-2020,Two-day lockdown in Dehu road starts today
1234,10-04-2020,Lockdown revives arrack brewing in state
1235,10-04-2020,Bengal Inc lauds lockdown ease for select sectors
1236,10-04-2020,Karnataka favours total lockdown across all districts till April 30
1237,09-04-2020,Your guide to feeding strays during lockdown
1238,09-04-2020,Your guide to feeding strays during lockdown
1239,09-04-2020,Your guide to feeding strays during lockdown
1240,09-04-2020,Your guide to feeding strays during lockdown
1241,09-04-2020,Abhishek Bachchan wishes his mom Jaya Bachchan on her 72nd birthday; the latter is in Delhi due to lockdown while her family is in Mumbai
1242,09-04-2020,Lockdown Heroes: Zeal to help the destitute drives him
1243,09-04-2020,Bihar: Lockdown violators pay Rs 60 lakh as fine
1244,09-04-2020,Lockdown rule flout: 20 held in 7 days from Bidhannagar
1245,09-04-2020,"Tata Cap joins bond queue, eyes Rs 6.5k cr"
1246,09-04-2020,Transgender artists wary of livelihood due to lockdown
1247,09-04-2020,"AU helpline to help students cope up with anxiety, depression during corona lockdown"
1248,09-04-2020,Lockdown woes: Cancer patient from Vizag struggles for medicines
1249,09-04-2020,"Total lockdown in 12 hotspots, areas sealed"
1250,09-04-2020,"Pharma, FMCG stocks beat lockdown blues"
1251,09-04-2020,Nagpur: Man ends life after losing job during lockdown
1252,09-04-2020,Sudden lifting of lockdown could be disastrous: Experts
1253,09-04-2020,Lockdown curbs hit pet food stocks in Vizag and Vijayawada
1254,09-04-2020,Lockdown curbs hit pet food stocks in Vizag and Vijayawada
1255,09-04-2020,BJD wants more say for states to deal with lockdown issues
1256,09-04-2020,Char Dham portals to open on due dates; call on yatra after decision on lockdown extension
1257,09-04-2020,Man drinks sanitiser after mom asks him not to go out in lockdown
1258,09-04-2020,"Covid-19: 258 people arrested for defying lockdown in Uttarakhand, 75 cases lodged"
1259,09-04-2020,"Over 1,000 stranded Nepalese workers unhappy with Nepal government’s decision to extend lockdown till April 15"
1260,09-04-2020,"Chennai: 3 Bangladeshi preachers defy lockdown rules, arrested"
1261,09-04-2020,13 booked for violation of lockdown orders by Keesara police
1262,09-04-2020,Decision on relaxing lockdown in unaffected districts today
1263,09-04-2020,"Chennai: Airport retail, duty-free shops to remain shut after lockdown"
1264,09-04-2020,"Among states, Kerala benefited most from lockdown"
1265,09-04-2020,"Goa wants lockdown till April 30, but will wait for Centre’s nod"
1266,09-04-2020,Karnataka: Lockdown brings hooch into market
1267,09-04-2020,Govind Nagar complete lockdown Day 2: Residents resolute
1268,09-04-2020,Garbage piles up on Salcete beaches during lockdown
1269,09-04-2020,Railway’s Chakradharpur division ready to resume services after lockdown lift
1270,09-04-2020,Nagpur: Muslims join Hindus to celebrate Hanuman jayanti in Covid-19 lockdown
1271,09-04-2020,West Bengal CM to meet trade representatives for views on longer lockdown
1272,08-04-2020,Kamal Haasan pens an open letter for PM Narendra Modi; criticizes nationwide lockdown to combat Coronavirus outbreak
1273,08-04-2020,"Sensex surges record 2,476 points on global cues"
1274,08-04-2020,Bihar ministers making optimum use of lockdown
1275,08-04-2020,Asha workers face opposition while conducting survey for pandemic
1276,08-04-2020,Koregaon Bhima to observe lockdown for a week
1277,08-04-2020,Koregaon Bhima to observe lockdown for a week
1278,08-04-2020,"Kolkata: Star hotels, fine-dining restaurants take special lockdown dishes to doorstep"
1279,08-04-2020,Telangana records 56% drop in murders amid lockdown
1280,08-04-2020,Mahoba paan of Chhatarpur withers amid Covid lockdown
1281,08-04-2020,Covid-19 pandemic hits wedding industry in Uttarakhand
1282,08-04-2020,Virtual lab at NITK a boon in the time of pandemic
1283,08-04-2020,"Lockdown heroes: Rub of the green, he keeps people fed"
1284,08-04-2020,Pleasant March weather & lockdown effect make migratory birds stay longer in northern wetlands
1285,08-04-2020,Lucknow University picks up research pace by 60% during corona lockdown
1286,08-04-2020,"Telangana: Courts to remain in lockdown till April 30, skip summer break"
1287,08-04-2020,Time to unlock some lockdown art
1288,08-04-2020,Waste generation dips by 120 MT in Trichy since lockdown
1289,08-04-2020,Drone cameras to track lockdown violations in UP
1290,08-04-2020,Farmers reeling under lockdown now demand crop loan write-off
1291,08-04-2020,"Karnataka: Continue lockdown in hotspots till April 30, say doctors"
1292,08-04-2020,Continue lockdown in hotspots till April 30: Docs
1293,08-04-2020,"Karnataka: Continue lockdown in hotspots till April 30, say doctors"
1294,08-04-2020,"Karnataka: Continue lockdown in hotspots till April 30, say doctors"
1295,08-04-2020,"Karnataka: Continue lockdown in hotspots till April 30, say doctors"
1296,08-04-2020,"In a first, 12 convicted for lockdown violations"
1297,08-04-2020,Pandemic fight a social battle: State govt panel
1298,08-04-2020,Maharashtra govt could extend lockdown in Mumbai and Pune by 2 weeks
1299,08-04-2020,Do not flout lockdown rules on Shab-e-Barat: Aligarh cleric
1300,08-04-2020,Goa cabinet meet today on lockdown extension
1301,08-04-2020,DIY activities help Bengalureans beat lockdown boredom
1302,08-04-2020,"Industries in Ghaziabad suffer loss of Rs 3,000 crore due to lockdown"
1303,08-04-2020,"Industries in Ghaziabad suffer loss of Rs 3,000 crore due to lockdown"
1304,08-04-2020,CM Ashok Gehlot wants lockdown to be lifted in phase-wise manner
1305,08-04-2020,IIIT starts series to guide startups during lockdown
1306,08-04-2020,"Lockdown shuts industries, lifts storage in dams"
1307,08-04-2020,Lockdown should be lifted in phases: Rane
1308,08-04-2020,Labour contractors exempted from licence renewal during lockdown
