,Date,news
409,08-03-2021,Mind the gap in 1st physical trade fair after lockdown
410,08-03-2021,Pandemic pressure on women
411,08-03-2021,"Lucknow: With business ventures, they became lockdown heroines"
412,08-03-2021,Lockdown rumours in states make agri-labourers leave Telangana in droves
413,08-03-2021,Fighting women issues and the pandemic with élan
414,08-03-2021,"Dist faces second wave, weekly +ve cases at 5th highest in pandemic"
415,08-03-2021,"Cases under 300 after 92,000 tests, Delhi minister says pandemic stage ending"
416,08-03-2021,‘Thinning fear and pandemic fatigue led to Covid spurt’
417,07-03-2021,Aurangabad Inc slams talk of fresh lockdown
418,07-03-2021,"1 year of Covid: A battle won, a war still on"
419,07-03-2021,Bengal assembly polls: Early release of names gives TMC head start in graffiti war
420,07-03-2021,E-mobility startup eyes raising Rs 5 crore; Its sales double amid pandemic
421,07-03-2021,Team Wild Dog on shooting amid pandemic
422,06-03-2021,Lockdown ration: Delhi teachers asked to produce sacks
423,05-03-2021,Bopodi lockdown has nothing to do with Covid
424,05-03-2021,Abhishek Iyengar gets ready with this first theatrical production since the pandemic
425,05-03-2021,Actor’s best shot in pandemic times
426,05-03-2021,Government should declare the pandemic as over: TTF chief
427,05-03-2021,Pandemic blow: Telangana’s tax income likely to take a hit
428,05-03-2021,"Colleges fill pandemic vacuum, bond with students with online quiz, fest"
429,05-03-2021,"Indo-Pak war veteran drives auto in Hyderabad for a living, wants the government to allot 2BHK house"
430,04-03-2021,"Sensex nears life high after a 1,148-point rally"
431,04-03-2021,"Chennai and suburbs lose 1,500 eateries to pandemic"
432,04-03-2021,Goa: Stage set for Kala Academy’s first play since lockdown
433,04-03-2021,Tata Sons chairman thanks staff & their families for standing by co during Covid
434,03-03-2021,"Cong corners BJP govt over inflation in U’khand assembly, stages walkout"
435,02-03-2021,"NSE glitch will cost us, says finance minister; Sebi meet today"
436,02-03-2021,Government primary schools reopen after pandemic break
437,02-03-2021,UP: Government primary schools reopen after pandemic break
438,02-03-2021,"NSE glitch will cost us, says FM; Sebi meet today"
439,02-03-2021,Government primary schools reopen after pandemic break
440,01-03-2021,BPA develops pandemic protocols
441,01-03-2021,"Agri sector picks up, 1,400 new farmers register after lockdown"
442,30-04-2021,Shooting units to maintain strict safety protocols amid the pandemic
443,30-04-2021,HC: Lockdown or curfew extension?
444,30-04-2021,Delhi man held for driving in Goa amid lockdown
445,30-04-2021,"Goa: Panic-buying eases, but anxiety grips migrant camps ahead of lockdown"
446,30-04-2021,"Lockdown order vague, issue strict one, says Goa science and technology minister"
447,30-04-2021,"Consider imposing 15-day lockdown like last year, says Bombay HC"
448,30-04-2021,100% placements at IIM-V despite pandemic challenge
449,29-04-2021,Netizens offer to help non-Kannada speakers bridge language barrier in pandemic times
450,29-04-2021,"Tara Deshpande: No one is inconsequential, everyone can help during this pandemic"
451,29-04-2021,"Sensex jumps 1,800 pts in 3 days as RIL, banks gain"
452,29-04-2021,"Companies shut ops to supply oxygen, provide bikes to medics fighting pandemic"
453,29-04-2021,Relief for Goa Inc as industry kept out of lockdown
454,29-04-2021,"Trains to Goa, down south cancelled due to lockdown"
455,29-04-2021,One-week lockdown in two sectors of Karnal
456,29-04-2021,"In pandemic year, over 25k kids out of school in Maharashtra"
457,29-04-2021,"Drop in devotees at Golden Temple amid daily curbs, weekend lockdown"
458,29-04-2021,Kapoor’s khichdi daily feeds 400 poor from even before pandemic
459,29-04-2021,Uttarakhand government names 19 nodal officers for effective pandemic response
460,29-04-2021,"No plans of lockdown in Telangana, chief secy reiterates, urges calm"
461,29-04-2021,Intel-gathering on LWE suffers lockdown blues
462,29-04-2021,Lockdown extended by 7 more days in Jharkhand
463,29-04-2021,Gay man scripts drama to rob partner of valuables to overcome lockdown crisis
464,29-04-2021,LG is now govt in Delhi; AAP says didn’t expect this during pandemic
465,28-04-2021,150 districts with over 15% positivity rate may go under lockdown
466,28-04-2021,"JAY-Z opens up about his legacy, life during COVID-19 pandemic"
467,28-04-2021,Many switch to earthen pots this summer amid pandemic
468,28-04-2021,Pandemic may cut life policy cover
469,28-04-2021,SC’s Tata ruling has patent errors: SP’s review plea
470,28-04-2021,Pandemic may cut life policy cover
471,28-04-2021,"Maharashtra: Over 100 attend wedding in Bhiwandi, 4 booked for violating lockdown rules"
472,28-04-2021,‘Ek duje ke liye’: Cop launches a helpline to ease pandemic panic
473,28-04-2021,Voluntary lockdown declared in Banswada till May 15
474,28-04-2021,Rajasthan: Philanthropists come forward to help government in combating pandemic
475,28-04-2021,My lockdown learning: Help others survive
476,28-04-2021,"12,500 booked for lockdown violations in Bhopal"
477,28-04-2021,Congress wants to extend lockdown by 7 days
478,28-04-2021,"S’kulam town declared containment zone, half-day lockdown in district"
479,28-04-2021,Minimum 15-day lockdown needed to break infection chain: Health officials tell government
480,28-04-2021,Thousands leave Bengaluru before 14-day lockdown
481,27-04-2021,Power sector MSMEs seek exemption from lockdown restrictions
482,27-04-2021,"No lockdown for now, will stop functions if SOPs violated in Goa: CM Pramod Sawant"
483,27-04-2021,"Lockdown not solution, need strict curbs: Goa Inc"
484,27-04-2021,RWAs ready to work with T on pandemic
485,27-04-2021,Cops can’t impound vehicle for lockdown violation: Court
486,27-04-2021,Ward-level war rooms may have helped cut chaos in Mumbai's worst phase
487,27-04-2021,75% cab drivers leave Mumbai fearing further lockdown
488,27-04-2021,Migrants again pick exit route as lockdown is extended by a week
489,27-04-2021,Locked down sans a lockdown
490,27-04-2021,"Cases spiral, Karnataka goes into 14-day lockdown from tonight"
491,26-04-2021,The show must go on: Kannada TV industry treads carefully in the COVID pandemic
492,26-04-2021,Shapoorji Pallonji files for review of SC judgment in Tata case
493,26-04-2021,"Pandemic has affected children, emotionally"
494,26-04-2021,"Streets empty, shops closed amid lockdown"
495,26-04-2021,Doctors chalk out plans to check pandemic spike
496,26-04-2021,Coworking spaces flourish in pandemic
497,26-04-2021,"Mumbai: Find Covid bed only via war rooms, parallels spark chaos, says BMC"
498,26-04-2021,Centre-Delhi in a war of words over delay in installing O2 plants
499,26-04-2021,"That lockdown was positive, this one depressing: Citizens"
500,26-04-2021,Action against schools for holding exams upto ClassVIII during pandemic
501,26-04-2021,"J P Nadda returns Covid fire, says CM Mamata Banerjee skipped PM’s meet on pandemic"
502,26-04-2021,People across Tamil Nadu play by the rules on first lockdown Sunday
503,25-04-2021,Shwetha Srivatsav says that working during the pandemic has not been easy at all
504,25-04-2021,Central TN geared up to enforce Sunday lockdown
505,25-04-2021,"Live feed of funerals through social media, other platforms new pandemic trend"
506,25-04-2021,"Telangana revenues face pandemic heat, govt to delay payments"
507,25-04-2021,No lockdown & no rush in mkts
508,25-04-2021,"TA model, youth as enablers in pandemic"
509,24-04-2021,Huma Qureshi shares how she stays positive during the pandemic
510,24-04-2021,BJP minister demands lockdown in Bihar
511,24-04-2021,War hero's son dies of alleged negligence at Kanpur hospital
512,24-04-2021,Delhi: Weeklong lockdown to be extended? Final call today
513,24-04-2021,Kochi: Illicit arrack brewers thrive amid pandemic
514,24-04-2021,War of hashtags as parties call off rallies
515,24-04-2021,Uttarakhand government might not go for complete lockdown but place stricter curbs
516,24-04-2021,Vadodara: Six women’s RT-PCR kits wage war on virus
517,24-04-2021,"Mumbai: Ward war rooms get over 74k calls in 21 days of April, 2nd highest in 11 months"
518,24-04-2021,"Safety first: Despite heavy losses, traders want lockdown extended in Delhi"
519,24-04-2021,Covid-19: Armed forces swing into action in battle against pandemic
520,23-04-2021,JD(U)-BJP war of words over curbs continues
521,23-04-2021,UT plans to cancel weekend lockdown
522,23-04-2021,45 FIRs against pandemic rule violators in Mohali
523,23-04-2021,'Enforce total lockdown or let us open shops till 6pm': Traders
524,23-04-2021,Skincare and makeup tips to detox your skin during lockdown
525,23-04-2021,Jamshedpur street food vendors hit hard by weeklong lockdown
526,23-04-2021,Exclusive - Jayati Bhatia on shooting for Sasural Simar Ka 2 during the pandemic away from home: Have left my 74-year-old mother in Mumbai
527,23-04-2021,Partial lockdown across Karnataka halts non-essential commercial activities
528,22-04-2021,Performing arts return to the online format as venues close for pandemic control in Bengaluru
529,22-04-2021,Performing arts return to the online format as venues close for pandemic control
530,22-04-2021,Earth Day 2021: Glass bowl gardens take off pandemic stress
531,22-04-2021,"In a first, Tata Steel uses blockchain for trade finance"
532,22-04-2021,Andhra Pradesh: Ongole enters lockdown today
533,22-04-2021,Pandemic takes sheen off weddings in Jaisalmer for 2nd time in 2 years
534,22-04-2021,Markets see morning rush on 1st day of partial lockdown
535,22-04-2021,"Lockdown eve bloodbath: 62 Covid deaths, 5k+ cases in Ranchi"
536,22-04-2021,Hemant seeks Army resources in managing pandemic in Jharkhand
537,22-04-2021,Puducherry goes into weekend lockdown
538,21-04-2021,Rajasthan: Business associations object to complete lockdown
539,21-04-2021,Mumbai: Stretched local civic war rooms to add 120 staffers
540,21-04-2021,Partial lockdown in Uttarakhand; shops to close at 2 pm; night curfew from 7 pm to 5 am
541,21-04-2021,Same story a yr later: Migrants leave Delhi amid lockdown
542,21-04-2021,"Nizamabad turning into hotspot, opens new front in Telangana virus war"
543,21-04-2021,Gujarat: Doctors’ body proposes lockdown
544,21-04-2021,"Covid-19 hits floriculture 2nd year in a row, orders dry up due to lockdown in Delhi"
545,21-04-2021,CM Uddhav Thackeray expected to announce strict lockdown across Maharashtra for 15 days
546,21-04-2021,Streamline CSR funds for pandemic management
547,21-04-2021,Uttar Pradesh clamps weekend lockdown in all districts
548,21-04-2021,Uttar Pradesh clamps weekend lockdown in all districts
549,21-04-2021,Uttar Pradesh clamps weekend lockdown in all districts
550,21-04-2021,Uttar Pradesh clamps weekend lockdown in all districts
551,20-04-2021,Kollywood looks to tackle second wave and fresh lockdown rules
552,20-04-2021,"PM Modi speaks to UP CM, takes stock of measures to control pandemic"
553,20-04-2021,Covid-19: HC wants 5 UP cities shut but Yogi govt rules out lockdown
554,20-04-2021,"Sensex tanks 883 pts to over 2-mth low on lockdown fears, Rupee nears 75/$"
555,20-04-2021,Experts advise home remedies for skincare during pandemic
556,20-04-2021,Vendors’ worries mount as weekly mkts to close for 6-day lockdown
557,20-04-2021,"Telangana: Covid cases up, villages enforce lockdown"
558,20-04-2021,6-day lockdown gives Delhiites alcohol rush
559,20-04-2021,Work-from-home schedule returns as private firms in Kolkata switch to stricter pandemic protocol
560,20-04-2021,Lockdown losses drive Rajkot businessman to suicide
561,20-04-2021,‘No proof lockdown breaks the chain’
562,20-04-2021,"Wednesday, Sunday lockdown in Mohali"
563,20-04-2021,"Uttar Pradesh: Teachers in pandemic grasp, online teaching hit"
564,20-04-2021,"Goa records 17 deaths in a day, highest since outbreak of pandemic"
565,19-04-2021,"Will add 8,000 oxygen beds in 10 days on a war footing: Gujarat CM"
566,19-04-2021,Adding health infra on war footing: Gujarat CM Vijay Rupani
567,19-04-2021,Bamboo rice comes to the rescue of tribals by opening up a new income source amid pandemic
568,19-04-2021,"Delhi lockdown news: Police to crack down on violators, help the needy"
569,19-04-2021,EMPTY TRAINS DUE TO LOCKDOWN
570,18-04-2021,"Movement restrictions, lockdown dent fuel sale in 2020"
571,18-04-2021,"Madhya Pradesh: Struggling to make up for lost biz, salons hit by lockdown 2.0"
572,18-04-2021,Patan opts for 7-day self-imposed lockdown
573,18-04-2021,700 city motorists fined for violating lockdown rules in Mumbai
574,18-04-2021,"Maharashtra: Central BJP netas, MVA engage in war of words over oxygen, Remdesivir crunch"
575,18-04-2021,Goa: ‘Migrant staff will be stranded if lockdown is reimposed’
576,18-04-2021,Uttarakhand government effects weekend lockdown in Dehradun; Sunday curbs in other districts till April 30
577,18-04-2021,Shrinking med facilities in pandemic compound woes of non-Covid patients
578,18-04-2021,Adoptions in Andhra Pradesh drop 55% during pandemic
579,18-04-2021,No Lockdown for hawkers at street in dadar
580,17-04-2021,"Tata Sons exits BPM biz, offloads Conneqt stake"
581,17-04-2021,Offer withdrawal: Tata Motors pays damages to CEO-designate
582,17-04-2021,"Covid war plans: Increase beds, ramp up tests and start audio-visual counselling"
583,17-04-2021,Bihar: Four-day Chaiti Chhath begins on low-key note amid pandemic
584,17-04-2021,"War of words between NSS chief, CPM continues"
585,17-04-2021,City goes under weekend lockdown
586,16-04-2021,Wholesale inflation jumps to 8-year high
587,16-04-2021,Tussle between faith & pandemic in Ayodhya
588,16-04-2021,"Rajasthan: Amid lockdown fear, workers leaving for their states"
589,16-04-2021,Pandemic effect? PWD Haridwar upgrading its electric crematorium’s capacity from 54kw to 70kw
590,16-04-2021,Pandemic doubles diamond certification period
591,15-04-2021,"Kartik Aaryan completes his dubbing session for 'Dhamaka'; says, ""Dub khatam, Lockdown shuru"""
592,15-04-2021,"Mumbai: Some may relive trauma, anxiety of 2020 lockdown"
593,15-04-2021,Maha Vikas Aghadi govt lockdown package is ‘mere eyewash’: Devendra Fadnavis
594,15-04-2021,"6pm-7am curfew, weekend lockdown to continue in Pune"
595,15-04-2021,Religious bodies join war on pandemic
596,13-04-2021,Bihar: Pandemic not a concern for agricultural workers in rural areas
597,13-04-2021,"Sensex sinks 1,708 pts on Covid surge, lockdown fears"
598,13-04-2021,Bihar: Offices function with 33% workforce amid pandemic
599,13-04-2021,Lockdown fear haunts migrants
600,13-04-2021,Facilities come up on war footing
601,13-04-2021,Association representing wedding hall owners seeks dilution in night lockdown hours
602,13-04-2021,Kerala earns Rs 11.7k crore despite losing 52 days to lockdown
603,13-04-2021,People step out for Gudi Padwa shopping after weekend lockdown
604,13-04-2021,Man held for posting fake lockdown notification on FB
605,13-04-2021,Maharashtra considers ban on e-commerce non-essentials in lockdown
606,13-04-2021,"Lockdown unfair to shops, ban e-tailers too: NVCC"
607,13-04-2021,Maharashtra: Decision on lockdown likely on Wednesday
608,13-04-2021,Will neither clamp lockdown nor let one die in misery: CM Yogi Adityanath
609,13-04-2021,"It’s labour pain again, amid the pandemic"
610,11-04-2021,"Covid-19: 15-day lockdown likely in Maharashtra, final decision today"
611,11-04-2021,"Mumbai: Court gives cops law lesson, dismisses 5 lockdown cases"
612,11-04-2021,IIIT-Hyderabad designs game which simulates Covid pandemic
613,11-04-2021,"1,600 govt staff took free ration during lockdown in Ajmer"
614,11-04-2021,Aurangabad citizens observe strict lockdown
615,11-04-2021,Maharashtra: Dip in Covid positive cases on day one of weekend lockdown
616,11-04-2021,Weekend lockdown empties roads
617,11-04-2021,Mumbai: Maximum City empty and quiet by day as weekend lockdown kicks in
618,11-04-2021,Mumbai: Maximum City empty and quiet by day as weekend lockdown kicks in
619,11-04-2021,People hoard food items amid fears of lockdown extension in Bhopal
620,10-04-2021,Pandemic cloud: TDR turns lifeline for major projects
621,10-04-2021,"Action required on war footing, says high court"
622,10-04-2021,"Maharashtra: Lockdown is thumb rule to ramp up health infra, says Tope"
623,10-04-2021,Last-minute purchase of essentials spikes ahead of weekend lockdown
624,10-04-2021,West Bengal: Pandemic protocol makes a comeback at workplaces
625,10-04-2021,Covid war room set up in Jodhpur
626,10-04-2021,Collector says fortnight long lockdown needed to curb corona
627,09-04-2021,11-yr-old pens space fiction during lockdown
628,09-04-2021,"Bhopal: Shoppers flood markets in Kolar, Shahpura after lockdown"
629,09-04-2021,49% urban poor used unclean fuel in lockdown
630,09-04-2021,"Thespo launches new digital theatre offering, starting with pandemic loss"
631,08-04-2021,Sensex rallies 460 pts as D-St cheers policy
632,08-04-2021,"Eatala allays fears, says no lockdown or curfew"
633,08-04-2021,"Now, SAD says lockdown in Punjab to curb its rallies"
634,08-04-2021,Next pandemic after Covid will be due to air pollution: Doctors
635,08-04-2021,Why are we ‘special’ on govt’s lockdown menu?
636,08-04-2021,14-year-old ‘married’ during lockdown raped; no arrests yet
637,07-04-2021,Covid-19: Cluster infections key to 2nd wave of the pandemic
638,07-04-2021,Gujarat: Panic buying after lockdown talks
639,07-04-2021,"Teacher searches for missing student, finds out 14-year-old has been married off for Rs 6,000 in lockdown"
640,07-04-2021,"Uttarakhand: War widow gets pension, after 72 years"
641,07-04-2021,Lockdown gives new lease of life to stand-up comedian
642,06-04-2021,Bihar workers heading home fearing lockdown
643,06-04-2021,Lockdown made Rohtak city of rooftop kitchen gardens
644,06-04-2021,"Maharashtra: Total lockdown not needed, but stop train congestion, gatherings, say experts"
645,06-04-2021,Lockdown confusion leads to panic buying
646,06-04-2021,UP’s effective lockdown reduced virus spread in critical time: Study
647,06-04-2021,UP’s effective lockdown reduced virus spread in critical time: Study
648,06-04-2021,UP’s effective lockdown reduced virus spread in critical time: Study
649,05-04-2021,Patna: Easter celebrated amid pandemic
650,05-04-2021,Mistry’s cousin relieved as SC says Tata did him no favours
651,05-04-2021,"Maharashtra: Malls, restaurants and theatres to shut till April 30, full lockdown on weekends"
652,05-04-2021,"Maharashtra: Malls, restaurants and theatres to shut till April 30, full lockdown on weekends"
653,05-04-2021,"Maharashtra: Malls, restaurants and theatres to shut till April 30, full lockdown on weekends"
654,05-04-2021,"Maharashtra: Malls, restaurants and theatres to shut till April 30, full lockdown on weekends"
655,05-04-2021,"Maharashtra: Malls, restaurants and theatres to shut till April 30, full lockdown on weekends"
656,05-04-2021,Diamond City headed towards partial lockdown situation?
657,04-04-2021,"Covid-19 pandemic has escalated match-fixing, new sports targeted: Sportradar"
658,04-04-2021,Food queues to online classes: Slum kids pen lockdown tales
659,04-04-2021,Mumbai: MSEDCL gives 8L new connections during pandemic
660,04-04-2021,"Despite pandemic heat, mining royalty mop-up for FY21 shoots up 8% at Rs 4,900 crore"
661,04-04-2021,Andhra Pradesh: Children with autism hit hard during pandemic
662,04-04-2021,Mumbai: Tata Memorial seeks blood donors as banks dry up
663,04-04-2021,Pandemic flattens trade at Mulji Jetha cloth market in Mumbai
664,04-04-2021,Case booked over fake lockdown GO
665,04-04-2021,Central Gujarat villages opt for voluntary lockdown
666,04-04-2021,"Amid surge in cases, Tata hosp to increase Cov infra facilities"
667,04-04-2021,Lucknow: Second wave of Covid-19 pandemic 3.5 times faster than 2020 surge
668,03-04-2021,"New cases in Delhi touch 4-month high, positivity rate 4.1%, CM rules out lockdown"
669,03-04-2021,"Despite Covid challenges, NE Railway closes with record electrification work, automobile loading and scrap sale"
670,03-04-2021,Architect of 1971 war was ideal blend of head & heart
671,03-04-2021,"AAP, BJP engage in war of words over hike in parking rate"
672,03-04-2021,Mumbai: Cine workers lobby against lockdown
673,03-04-2021,"Lockdown cuts health risk index in Hyderabad by 17%, cancer risk by 36%: Researchers"
674,03-04-2021,Maharashtra: Vax drive goes to Tata Motors’ Pune campus
675,02-04-2021,Churches in Patna to skip some Good Friday rituals amid pandemic
676,02-04-2021,Trade bodies write to CM against lockdown in Mumbai
677,02-04-2021,Lockdown fears slow down economic recovery in Pune region: MCCIA
678,01-04-2021,"Macron orders Covid-19 lockdown across all of France, closes schools"
679,01-04-2021,"From plunge to peak, a turbulent fiscal for sensex"
680,01-04-2021,Pune: Fear of lockdown sparks scramble for essentials
681,31-05-2021,"From dance to music to academic pursuits: Check out what Parul, Samyukta, Amrutha and other Sandalwood celebs are pursuing this lockdown"
682,31-05-2021,Construction of new PM residence likely to begin in August after slight delay caused by pandemic
683,31-05-2021,"As lockdown leaves skies empty, pilots rediscover the joy of flying"
684,31-05-2021,Alternative healing methods aid in dealing with stress and emotional issues brought on by pandemic
685,31-05-2021,Hyderabad: Annual fish prasadam distribution cancelled again due to pandemic
686,31-05-2021,"Telangana extends lockdown by 10 days, eases time curbs"
687,31-05-2021,"Amid pandemic curbs, marital discord cases pile up at Sharia courts in Mumbai"
688,31-05-2021,250 weddings cancelled in Jaipur due to lockdown in April-June quarter
689,31-05-2021,Twitter war over CM’s visit
690,31-05-2021,"Chennai: 4,000 cases filed for violating lockdown norms"
691,30-05-2021,Screen time has only increased in the pandemic but there are ways to switch off
692,30-05-2021,Bihar CM to take a call on lockdown after review meet: Health minister
693,30-05-2021,21 Uttar Pradesh convicts cite pandemic to refuse parole
694,30-05-2021,Resident doctors seek fee-waiver owing to pandemic
695,30-05-2021,"Delhi: Lockdown till June 7, rules for unlocking out"
696,30-05-2021,Newly-wed pair booked for lockdown violation in Telangana
697,30-05-2021,"Lockdown extension likely in Telangana, call today"
698,30-05-2021,Lockdown violators shifted to isolation centres in Telangana districts
699,30-05-2021,Kachariyawas favours gradual removal of lockdown
700,30-05-2021,"200 children orphaned since pandemic outbreak in Uttar Pradesh alone, says head of state child rights panel"
701,30-05-2021,"No lockdown beyond June 7 if cases reduce, says Karnataka CM BS Yediyurappa"
702,30-05-2021,"No lockdown beyond June 7 if cases reduce, says Karnataka CM BS Yediyurappa"
703,30-05-2021,"No lockdown beyond June 7 if cases reduce, says Karnataka CM BS Yediyurappa"
704,30-05-2021,"No lockdown beyond June 7 if cases reduce, says Karnataka CM BS Yediyurappa"
705,30-05-2021,"Cases drop, doubling time up: Tamil Nadu reaps benefits of lockdown"
706,30-05-2021,"Kerala: Lockdown extended to June 9, to continue till TPR is below 15%"
707,30-05-2021,"Kerala: Lockdown extended to June 9, to continue till TPR is below 15%"
708,30-05-2021,"Kerala: Lockdown extended to June 9, to continue till TPR is below 15%"
709,29-05-2021,"Aindrita Ray's enjoying her lockdown getaway in Malnad, tucked away amid lush greenery"
710,29-05-2021,Rishi reflects on the long-term effects of the pandemic on arts and jobs
711,29-05-2021,Vasanth Ravi: The pandemic made me realise that I needed help
712,29-05-2021,Malaysia imposes near-total lockdown after virus cases soar
713,29-05-2021,Tata Digital acquires majority in BigBasket
714,29-05-2021,"Nifty hits record high of 15,436 as RIL jumps 6%"
715,29-05-2021,Unsold stock due to lockdown in other states worry Ludh’s bicycle makers
716,29-05-2021,Is pandemic fury nature’s way of course correction?
717,29-05-2021,"With pandemic pinching the wallet, used cars gear up for sales spurt"
718,29-05-2021,Delhi: Readying the war room to battle third wave
719,29-05-2021,"TPR drops to 4.15% in 4th week of May, lowest in pandemic"
720,29-05-2021,"Lockdown impacts courier service in Madurai, agents seek govt intervention"
721,29-05-2021,"Tamil Nadu: Lockdown till June 7, nod for mobile grocers"
722,28-05-2021,The celeb guide to keeping fit while you stay safe during the lockdown
723,28-05-2021,The celeb guide to keeping fit while you stay safe during the lockdown
724,28-05-2021,Universal vaccination on war footing key: Reserve Bank Of India
725,28-05-2021,Tuticorin youths feed more than 300 people daily amid lockdown
726,28-05-2021,80% of Delhi traders want lockdown eased: Survey
727,28-05-2021,Tomato prices plummet as lockdown enters 13th day
728,28-05-2021,Covid lockdown impact: Chorus gets louder for stimulus package
729,28-05-2021,Lucknow kathak exponent helps artists brave pandemic heat
730,28-05-2021,Jaipur: Only 40% pay electricity charges during lockdown
731,28-05-2021,How Uttarakhand locals are helping Nepalese amid pandemic
732,28-05-2021,Andhra Pradesh: Wedding party fined Rs 2 lakh for violating pandemic norms
733,27-05-2021,Sensex regains 51k level as new Covid cases drop
734,27-05-2021,Fuel prices continue northward march amid lockdown in Patna
735,27-05-2021,President Ramnath Kovind appoints BSE CEO Ashish Chauhan as Allahabad University Chancellor
736,27-05-2021,LGBTQ counsellor helps people fight the war with their minds
737,27-05-2021,Pune-based NGO helps workers who lost jobs during pandemic earn livelihood
738,27-05-2021,NMC allows sale of rain wear during lockdown
739,27-05-2021,Covid-19 lockdown in Delhi: Markets sold on the idea of self-preservation
740,27-05-2021,Over 7k booked for violation of lockdown
741,27-05-2021,"Cabinet meet on May 30, to take call on extension of lockdown in Telangana"
742,27-05-2021,"City’s ozone levels rose during lockdown last year, says study"
743,27-05-2021,"Coimbatore: Thanks to volunteers, stray dogs aren’t starving this lockdown"
744,27-05-2021,"Vaccines critical in pandemic fight, says PM Modi"
745,26-05-2021,Sandalwood stars resort to a digital detox to cope with the effects of the pandemic
746,26-05-2021,Lockdown improved water quality in Mandovi: National Institute of Oceanography
747,26-05-2021,"Kid asleep next to dead buffalo, tribe forced to live outdoors for month, HC slams govt on pandemic rules"
748,26-05-2021,"Rajasthan: From growing roses to veggies, pandemic gives Pushkar a bitter lesson in farming"
749,26-05-2021,Farm protest: Cops’ warning on lockdown rules
750,26-05-2021,1971 war hero Col Panjab Singh succumbs to coronavirus
751,26-05-2021,250 children orphaned by pandemic in Madhya Pradesh
752,25-05-2021,70 bikes seized from lockdown violators
753,25-05-2021,BSE’s m-cap crosses $3 trillion as sensex hits 2-month high
754,25-05-2021,"Inflation fears, weak dollar boost gold, silver prices"
755,25-05-2021,Bihar: Frontline railway staff worst hit in Covid pandemic
756,25-05-2021,Frontline rly staff worst hit in Covid pandemic
757,25-05-2021,"Many hail lockdown extension in Bihar, others worried about small business owners"
758,25-05-2021,"Inflation fears, weak dollar boost gold, silver prices"
759,25-05-2021,Residents stay indoors as total lockdown begins
760,25-05-2021,"West Bengal: Celebrity candidates lose in polls, but go on with pandemic relief work"
761,25-05-2021,Telangana: Thousands booked in districts for violating lockdown
762,25-05-2021,"Bihar government extends lockdown till June 1, no change in curbs"
763,25-05-2021,Rajasthan: Speaker C P Joshi asks MLA Hemaram Choudhary to appear personally after lockdown
764,25-05-2021,Land sharks target Jaipur’s ecological zone during lockdown
765,25-05-2021,Public work piles up at Jaipur Development Authority due to lockdown
766,25-05-2021,Mins in favour of lockdown extension to contain virus
767,24-05-2021,"Mumbai: Zumba, baking, calligraphy e-tutorials help kids beat pandemic blues"
768,24-05-2021,"Lockdown extended till May 31, reopening will be gradual: Delhi CM Arvind Kejriwal"
769,24-05-2021,Lockdown fails to deter thieves in Rajasthan
770,24-05-2021,"Bouquets, not brickbats: Policing the lockdown violators in Delhi"
771,24-05-2021,Pandemic makes closure hard for bereaved
772,24-05-2021,"Need Rs 10,000 monthly aid per migrant family for lockdown in Punjab: Study"
773,24-05-2021,Coimbatore: Madness on lockdown eve; protocols go for a six
774,24-05-2021,"Make sure lockdown rules are followed, Stalin tells collectors"
775,24-05-2021,Teacher’s death spurs village youths to wage Covid war
776,23-05-2021,The pandemic came just when my career had kick-started: Hima Bindhu
777,23-05-2021,Kolkata: Help for students who lost parents due to pandemic
778,23-05-2021,Doctors flag mental health issues during pandemic
779,23-05-2021,"As Covid cases dip in Bihar, experts seek extension of lockdown"
780,23-05-2021,"Extend lockdown by another 15 days, ministers tell Rajasthan CM"
781,23-05-2021,"Men in khaki rain blows, seize vehicles for lockdown violations after CM’s snub"
782,23-05-2021,"Free expert help on cards to fight pandemic anxiety, fears"
783,23-05-2021,"Telangana: Meet over phased easing of lockdown soon, say officials"
784,23-05-2021,Lockdown leads to dip in milk consumption in Hyderabad
785,23-05-2021,Kolkata: Learnt survival lessons from last year’s lockdown
786,23-05-2021,Bihar: It’s existential crisis for artists amid pandemic
787,23-05-2021,"Bihar: Wholesale textile, ‘khaja’ traders worst hit in lockdown"
788,23-05-2021,Covid-19: Lockdown in Haryana saw jump in recoveries too...
789,23-05-2021,Traders’ bodies divided over lockdown extension in Delhi
790,23-05-2021,Youth in Uttar Pradesh village mount unique Covid war
791,23-05-2021,"Full lockdown in Tamil Nadu till May 31, grocery, vegetable shops too shut, says CM MK Stalin"
792,23-05-2021,"Full lockdown in Tamil Nadu till May 31, grocery, vegetable shops too shut, says CM MK Stalin"
793,23-05-2021,"Full lockdown in Tamil Nadu till May 31, grocery, vegetable shops too shut, says CM MK Stalin"
794,23-05-2021,"Full lockdown in Tamil Nadu till May 31, grocery, vegetable shops too shut, says CM MK Stalin"
795,23-05-2021,"Full lockdown in Tamil Nadu till May 31, grocery, vegetable shops too shut, says CM MK Stalin"
796,23-05-2021,"Full lockdown in Tamil Nadu till May 31, grocery, vegetable shops too shut, says CM MK Stalin"
797,23-05-2021,"‘Healthy, emotionally strong women shouldn’t let the pandemic derail family planning’"
798,23-05-2021,Harsher lockdown kicks in after Telangana CM K Chandrasekhar Rao’s snub
799,23-05-2021,Andhra Pradesh: Pandemic takes toll on forest economy
800,23-05-2021,"Mortality, positivity rates drop in Jharkhand, experts say lockdown helped"
